window,year,group,metric,n,valid_n,included_n,missing_n,share,known_n,known_positive_n,known_share,sparse
jan_aug,2025,agent,en_only,381,428,428,0,0.8901869158878505,423,381,0.900709219858156,False
jan_aug,2025,agent,en_any,413,428,428,0,0.9649532710280374,423,411,0.9716312056737588,False
jan_aug,2025,agent,named_non_en,44,428,428,0,0.102803738317757,423,42,0.09929078014184398,False
jan_aug,2025,agent,multiple_named,32,428,428,0,0.07476635514018691,423,30,0.07092198581560284,False
jan_aug,2025,agent,sentinel_present,5,428,428,0,0.011682242990654205,423,0,0.0,False
jan_aug,2025,non_agent,en_only,2193,2851,2856,5,0.7692037881445107,2795,2193,0.7846153846153846,False
jan_aug,2025,non_agent,en_any,2593,2851,2856,5,0.9095054366888811,2795,2573,0.9205724508050089,False
jan_aug,2025,non_agent,named_non_en,613,2851,2856,5,0.21501227639424764,2795,602,0.2153846153846154,False
jan_aug,2025,non_agent,multiple_named,414,2851,2856,5,0.14521220624342335,2795,403,0.14418604651162792,False
jan_aug,2025,non_agent,sentinel_present,56,2851,2856,5,0.019642230796211857,2795,0,0.0,False
jan_aug,2025,domain:cybersecurity,en_only,121,130,130,0,0.9307692307692308,129,121,0.937984496124031,False
jan_aug,2025,domain:cybersecurity,en_any,127,130,130,0,0.9769230769230769,129,127,0.9844961240310077,False
jan_aug,2025,domain:cybersecurity,named_non_en,8,130,130,0,0.06153846153846154,129,8,0.06201550387596899,False
jan_aug,2025,domain:cybersecurity,multiple_named,6,130,130,0,0.046153846153846156,129,6,0.046511627906976744,False
jan_aug,2025,domain:cybersecurity,sentinel_present,1,130,130,0,0.007692307692307693,129,0,0.0,False
jan_aug,2025,domain:education,en_only,41,71,71,0,0.5774647887323944,67,41,0.6119402985074627,False
jan_aug,2025,domain:education,en_any,53,71,71,0,0.7464788732394366,67,53,0.7910447761194029,False
jan_aug,2025,domain:education,named_non_en,26,71,71,0,0.36619718309859156,67,26,0.3880597014925373,False
jan_aug,2025,domain:education,multiple_named,14,71,71,0,0.19718309859154928,67,14,0.208955223880597,False
jan_aug,2025,domain:education,sentinel_present,4,71,71,0,0.056338028169014086,67,0,0.0,False
jan_aug,2025,domain:engineering,en_only,182,210,210,0,0.8666666666666667,205,182,0.8878048780487805,False
jan_aug,2025,domain:engineering,en_any,199,210,210,0,0.9476190476190476,205,197,0.9609756097560975,False
jan_aug,2025,domain:engineering,named_non_en,25,210,210,0,0.11904761904761904,205,23,0.11219512195121951,False
jan_aug,2025,domain:engineering,multiple_named,17,210,210,0,0.08095238095238096,205,15,0.07317073170731707,False
jan_aug,2025,domain:engineering,sentinel_present,5,210,210,0,0.023809523809523808,205,0,0.0,False
jan_aug,2025,domain:finance_and_business,en_only,181,257,257,0,0.7042801556420234,251,181,0.7211155378486056,False
jan_aug,2025,domain:finance_and_business,en_any,215,257,257,0,0.8365758754863813,251,213,0.848605577689243,False
jan_aug,2025,domain:finance_and_business,named_non_en,72,257,257,0,0.2801556420233463,251,70,0.2788844621513944,False
jan_aug,2025,domain:finance_and_business,multiple_named,36,257,257,0,0.14007782101167315,251,34,0.13545816733067728,False
jan_aug,2025,domain:finance_and_business,sentinel_present,6,257,257,0,0.023346303501945526,251,0,0.0,False
jan_aug,2025,domain:general_or_cross_domain,en_only,1120,1409,1412,3,0.794889992902768,1385,1120,0.8086642599277978,False
jan_aug,2025,domain:general_or_cross_domain,en_any,1331,1409,1412,3,0.9446415897799858,1385,1318,0.9516245487364621,False
jan_aug,2025,domain:general_or_cross_domain,named_non_en,274,1409,1412,3,0.19446415897799857,1385,265,0.19133574007220217,False
jan_aug,2025,domain:general_or_cross_domain,multiple_named,217,1409,1412,3,0.1540099361249113,1385,208,0.15018050541516245,False
jan_aug,2025,domain:general_or_cross_domain,sentinel_present,24,1409,1412,3,0.017033356990773598,1385,0,0.0,False
jan_aug,2025,domain:healthcare_biomedicine,en_only,262,353,353,0,0.7422096317280453,347,262,0.7550432276657061,False
jan_aug,2025,domain:healthcare_biomedicine,en_any,309,353,353,0,0.8753541076487252,347,306,0.8818443804034583,False
jan_aug,2025,domain:healthcare_biomedicine,named_non_en,86,353,353,0,0.24362606232294617,347,85,0.24495677233429394,False
jan_aug,2025,domain:healthcare_biomedicine,multiple_named,49,353,353,0,0.1388101983002833,347,48,0.138328530259366,False
jan_aug,2025,domain:healthcare_biomedicine,sentinel_present,6,353,353,0,0.0169971671388102,347,0,0.0,False
jan_aug,2025,domain:language_and_communication,en_only,274,515,517,2,0.5320388349514563,500,274,0.548,False
jan_aug,2025,domain:language_and_communication,en_any,429,515,517,2,0.8330097087378641,500,418,0.836,False
jan_aug,2025,domain:language_and_communication,named_non_en,231,515,517,2,0.44854368932038835,500,226,0.452,False
jan_aug,2025,domain:language_and_communication,multiple_named,164,515,517,2,0.31844660194174756,500,159,0.318,False
jan_aug,2025,domain:language_and_communication,sentinel_present,15,515,517,2,0.02912621359223301,500,0,0.0,False
jan_aug,2025,domain:law_and_public_policy,en_only,50,107,107,0,0.4672897196261682,106,50,0.4716981132075472,False
jan_aug,2025,domain:law_and_public_policy,en_any,69,107,107,0,0.6448598130841121,106,69,0.6509433962264151,False
jan_aug,2025,domain:law_and_public_policy,named_non_en,56,107,107,0,0.5233644859813084,106,56,0.5283018867924528,False
jan_aug,2025,domain:law_and_public_policy,multiple_named,22,107,107,0,0.205607476635514,106,22,0.20754716981132076,False
jan_aug,2025,domain:law_and_public_policy,sentinel_present,1,107,107,0,0.009345794392523364,106,0,0.0,False
jan_aug,2025,domain:mathematics_and_formal_reasoning,en_only,303,400,401,1,0.7575,388,303,0.7809278350515464,False
jan_aug,2025,domain:mathematics_and_formal_reasoning,en_any,362,400,401,1,0.905,388,359,0.9252577319587629,False
jan_aug,2025,domain:mathematics_and_formal_reasoning,named_non_en,87,400,401,1,0.2175,388,85,0.2190721649484536,False
jan_aug,2025,domain:mathematics_and_formal_reasoning,multiple_named,62,400,401,1,0.155,388,60,0.15463917525773196,False
jan_aug,2025,domain:mathematics_and_formal_reasoning,sentinel_present,12,400,401,1,0.03,388,0,0.0,False
jan_aug,2025,domain:natural_sciences,en_only,228,283,283,0,0.8056537102473498,278,228,0.8201438848920863,False
jan_aug,2025,domain:natural_sciences,en_any,262,283,283,0,0.9257950530035336,278,260,0.935251798561151,False
jan_aug,2025,domain:natural_sciences,named_non_en,51,283,283,0,0.18021201413427562,278,50,0.17985611510791366,False
jan_aug,2025,domain:natural_sciences,multiple_named,36,283,283,0,0.127208480565371,278,35,0.12589928057553956,False
jan_aug,2025,domain:natural_sciences,sentinel_present,5,283,283,0,0.0176678445229682,278,0,0.0,False
jan_aug,2025,domain:other,en_only,113,129,129,0,0.875968992248062,125,113,0.904,False
jan_aug,2025,domain:other,en_any,121,129,129,0,0.937984496124031,125,120,0.96,False
jan_aug,2025,domain:other,named_non_en,13,129,129,0,0.10077519379844961,125,12,0.096,False
jan_aug,2025,domain:other,multiple_named,8,129,129,0,0.06201550387596899,125,7,0.056,False
jan_aug,2025,domain:other,sentinel_present,4,129,129,0,0.031007751937984496,125,0,0.0,False
jan_aug,2025,domain:social_sciences_and_humanities,en_only,240,363,364,1,0.6611570247933884,359,240,0.6685236768802229,False
jan_aug,2025,domain:social_sciences_and_humanities,en_any,309,363,364,1,0.8512396694214877,359,308,0.8579387186629527,False
jan_aug,2025,domain:social_sciences_and_humanities,named_non_en,120,363,364,1,0.3305785123966942,359,119,0.33147632311977715,False
jan_aug,2025,domain:social_sciences_and_humanities,multiple_named,79,363,364,1,0.21763085399449036,359,78,0.21727019498607242,False
jan_aug,2025,domain:social_sciences_and_humanities,sentinel_present,4,363,364,1,0.011019283746556474,359,0,0.0,False
jan_aug,2025,domain:software_and_coding,en_only,497,554,555,1,0.8971119133574007,540,497,0.9203703703703704,False
jan_aug,2025,domain:software_and_coding,en_any,536,554,555,1,0.9675090252707581,540,532,0.9851851851851852,False
jan_aug,2025,domain:software_and_coding,named_non_en,46,554,555,1,0.08303249097472924,540,43,0.07962962962962963,False
jan_aug,2025,domain:software_and_coding,multiple_named,39,554,555,1,0.0703971119133574,540,36,0.06666666666666667,False
jan_aug,2025,domain:software_and_coding,sentinel_present,14,554,555,1,0.02527075812274368,540,0,0.0,False
jan_aug,2026,all,en_only,4723,5728,5734,6,0.8245460893854749,5610,4723,0.8418894830659537,False
jan_aug,2026,all,en_any,5340,5728,5734,6,0.9322625698324022,5610,5306,0.9458110516934046,False
jan_aug,2026,all,named_non_en,911,5728,5734,6,0.15904329608938547,5610,887,0.15811051693404635,False
jan_aug,2026,all,multiple_named,627,5728,5734,6,0.1094622905027933,5610,606,0.10802139037433155,False
jan_aug,2026,all,sentinel_present,118,5728,5734,6,0.020600558659217876,5610,0,0.0,False
jan_aug,2026,agent,en_only,1455,1624,1624,0,0.895935960591133,1599,1455,0.9099437148217636,False
jan_aug,2026,agent,en_any,1569,1624,1624,0,0.9661330049261084,1599,1563,0.9774859287054409,False
jan_aug,2026,agent,named_non_en,147,1624,1624,0,0.09051724137931035,1599,144,0.0900562851782364,False
jan_aug,2026,agent,multiple_named,111,1624,1624,0,0.06834975369458128,1599,109,0.06816760475297061,False
jan_aug,2026,agent,sentinel_present,25,1624,1624,0,0.01539408866995074,1599,0,0.0,False
jan_aug,2026,non_agent,en_only,3268,4104,4110,6,0.7962962962962963,4011,3268,0.8147594116180503,False
jan_aug,2026,non_agent,en_any,3771,4104,4110,6,0.918859649122807,4011,3743,0.9331837447020693,False
jan_aug,2026,non_agent,named_non_en,764,4104,4110,6,0.1861598440545809,4011,743,0.18524058838194965,False
jan_aug,2026,non_agent,multiple_named,516,4104,4110,6,0.12573099415204678,4011,497,0.12390924956369982,False
jan_aug,2026,non_agent,sentinel_present,93,4104,4110,6,0.02266081871345029,4011,0,0.0,False
jan_aug,2026,domain:cybersecurity,en_only,364,388,388,0,0.9381443298969072,383,364,0.9503916449086162,False
jan_aug,2026,domain:cybersecurity,en_any,386,388,388,0,0.9948453608247423,383,382,0.9973890339425587,False
jan_aug,2026,domain:cybersecurity,named_non_en,20,388,388,0,0.05154639175257732,383,19,0.04960835509138381,False
jan_aug,2026,domain:cybersecurity,multiple_named,19,388,388,0,0.04896907216494845,383,18,0.04699738903394256,False
jan_aug,2026,domain:cybersecurity,sentinel_present,5,388,388,0,0.01288659793814433,383,0,0.0,False
jan_aug,2026,domain:education,en_only,105,149,149,0,0.7046979865771812,145,105,0.7241379310344828,False
jan_aug,2026,domain:education,en_any,129,149,149,0,0.8657718120805369,145,128,0.8827586206896552,False
jan_aug,2026,domain:education,named_non_en,41,149,149,0,0.2751677852348993,145,40,0.27586206896551724,False
jan_aug,2026,domain:education,multiple_named,24,149,149,0,0.1610738255033557,145,23,0.15862068965517243,False
jan_aug,2026,domain:education,sentinel_present,4,149,149,0,0.026845637583892617,145,0,0.0,False
jan_aug,2026,domain:engineering,en_only,458,509,509,0,0.899803536345776,500,458,0.916,False
jan_aug,2026,domain:engineering,en_any,490,509,509,0,0.962671905697446,500,489,0.978,False
jan_aug,2026,domain:engineering,named_non_en,42,509,509,0,0.0825147347740668,500,42,0.084,False
jan_aug,2026,domain:engineering,multiple_named,31,509,509,0,0.060903732809430254,500,31,0.062,False
jan_aug,2026,domain:engineering,sentinel_present,9,509,509,0,0.01768172888015717,500,0,0.0,False
jan_aug,2026,domain:finance_and_business,en_only,533,666,667,1,0.8003003003003003,655,533,0.8137404580152672,False
jan_aug,2026,domain:finance_and_business,en_any,615,666,667,1,0.9234234234234234,655,615,0.9389312977099237,False
jan_aug,2026,domain:finance_and_business,named_non_en,123,666,667,1,0.18468468468468469,655,122,0.18625954198473282,False
jan_aug,2026,domain:finance_and_business,multiple_named,83,666,667,1,0.12462462462462462,655,82,0.1251908396946565,False
jan_aug,2026,domain:finance_and_business,sentinel_present,11,666,667,1,0.016516516516516516,655,0,0.0,False
jan_aug,2026,domain:general_or_cross_domain,en_only,1894,2237,2237,0,0.8466696468484578,2197,1894,0.8620846609012289,False
jan_aug,2026,domain:general_or_cross_domain,en_any,2138,2237,2237,0,0.9557443004023245,2197,2121,0.9654073736913974,False
jan_aug,2026,domain:general_or_cross_domain,named_non_en,316,2237,2237,0,0.14126061689763075,2197,303,0.13791533909877104,False
jan_aug,2026,domain:general_or_cross_domain,multiple_named,245,2237,2237,0,0.10952168082253018,2197,233,0.10605370960400547,False
jan_aug,2026,domain:general_or_cross_domain,sentinel_present,40,2237,2237,0,0.017881090746535537,2197,0,0.0,False
jan_aug,2026,domain:healthcare_biomedicine,en_only,608,736,736,0,0.8260869565217391,722,608,0.8421052631578947,False
jan_aug,2026,domain:healthcare_biomedicine,en_any,679,736,736,0,0.9225543478260869,722,676,0.9362880886426593,False
jan_aug,2026,domain:healthcare_biomedicine,named_non_en,116,736,736,0,0.15760869565217392,722,114,0.15789473684210525,False
jan_aug,2026,domain:healthcare_biomedicine,multiple_named,72,736,736,0,0.09782608695652174,722,71,0.09833795013850416,False
jan_aug,2026,domain:healthcare_biomedicine,sentinel_present,14,736,736,0,0.019021739130434784,722,0,0.0,False
jan_aug,2026,domain:language_and_communication,en_only,343,642,647,5,0.5342679127725857,627,343,0.5470494417862839,False
jan_aug,2026,domain:language_and_communication,en_any,526,642,647,5,0.8193146417445483,627,518,0.8261562998405104,False
jan_aug,2026,domain:language_and_communication,named_non_en,292,642,647,5,0.45482866043613707,627,284,0.4529505582137161,False
jan_aug,2026,domain:language_and_communication,multiple_named,191,642,647,5,0.29750778816199375,627,185,0.29505582137161085,False
jan_aug,2026,domain:language_and_communication,sentinel_present,15,642,647,5,0.02336448598130841,627,0,0.0,False
jan_aug,2026,domain:law_and_public_policy,en_only,133,219,219,0,0.6073059360730594,219,133,0.6073059360730594,False
jan_aug,2026,domain:law_and_public_policy,en_any,168,219,219,0,0.7671232876712328,219,168,0.7671232876712328,False
jan_aug,2026,domain:law_and_public_policy,named_non_en,86,219,219,0,0.3926940639269406,219,86,0.3926940639269406,False
jan_aug,2026,domain:law_and_public_policy,multiple_named,36,219,219,0,0.1643835616438356,219,36,0.1643835616438356,False
jan_aug,2026,domain:law_and_public_policy,sentinel_present,0,219,219,0,0.0,219,0,0.0,False
jan_aug,2026,domain:mathematics_and_formal_reasoning,en_only,443,527,528,1,0.8406072106261859,515,443,0.8601941747572815,False
jan_aug,2026,domain:mathematics_and_formal_reasoning,en_any,491,527,528,1,0.9316888045540797,515,488,0.9475728155339805,False
jan_aug,2026,domain:mathematics_and_formal_reasoning,named_non_en,76,527,528,1,0.1442125237191651,515,72,0.13980582524271845,False
jan_aug,2026,domain:mathematics_and_formal_reasoning,multiple_named,49,527,528,1,0.09297912713472485,515,46,0.08932038834951456,False
jan_aug,2026,domain:mathematics_and_formal_reasoning,sentinel_present,12,527,528,1,0.022770398481973434,515,0,0.0,False
jan_aug,2026,domain:natural_sciences,en_only,468,535,535,0,0.874766355140187,530,468,0.8830188679245283,False
jan_aug,2026,domain:natural_sciences,en_any,507,535,535,0,0.9476635514018692,530,505,0.9528301886792453,False
jan_aug,2026,domain:natural_sciences,named_non_en,63,535,535,0,0.11775700934579439,530,62,0.1169811320754717,False
jan_aug,2026,domain:natural_sciences,multiple_named,39,535,535,0,0.07289719626168224,530,38,0.07169811320754717,False
jan_aug,2026,domain:natural_sciences,sentinel_present,5,535,535,0,0.009345794392523364,530,0,0.0,False
jan_aug,2026,domain:other,en_only,216,254,254,0,0.8503937007874016,248,216,0.8709677419354839,False
jan_aug,2026,domain:other,en_any,241,254,254,0,0.9488188976377953,248,241,0.9717741935483871,False
jan_aug,2026,domain:other,named_non_en,32,254,254,0,0.12598425196850394,248,32,0.12903225806451613,False
jan_aug,2026,domain:other,multiple_named,26,254,254,0,0.10236220472440945,248,26,0.10483870967741936,False
jan_aug,2026,domain:other,sentinel_present,6,254,254,0,0.023622047244094488,248,0,0.0,False
jan_aug,2026,domain:social_sciences_and_humanities,en_only,428,639,640,1,0.6697965571205008,621,428,0.6892109500805152,False
jan_aug,2026,domain:social_sciences_and_humanities,en_any,558,639,640,1,0.8732394366197183,621,550,0.8856682769726248,False
jan_aug,2026,domain:social_sciences_and_humanities,named_non_en,201,639,640,1,0.3145539906103286,621,193,0.3107890499194847,False
jan_aug,2026,domain:social_sciences_and_humanities,multiple_named,135,639,640,1,0.2112676056338028,621,128,0.20611916264090177,False
jan_aug,2026,domain:social_sciences_and_humanities,sentinel_present,18,639,640,1,0.028169014084507043,621,0,0.0,False
jan_aug,2026,domain:software_and_coding,en_only,1052,1128,1128,0,0.9326241134751773,1109,1052,0.9486023444544635,False
jan_aug,2026,domain:software_and_coding,en_any,1104,1128,1128,0,0.9787234042553191,1109,1100,0.9918845807033363,False
jan_aug,2026,domain:software_and_coding,named_non_en,61,1128,1128,0,0.054078014184397165,1109,57,0.05139765554553652,False
jan_aug,2026,domain:software_and_coding,multiple_named,51,1128,1128,0,0.04521276595744681,1109,48,0.04328223624887286,False
jan_aug,2026,domain:software_and_coding,sentinel_present,19,1128,1128,0,0.016843971631205674,1109,0,0.0,False
