cohort,domain,year,valid_n,exposure_n,outcome_n,both_n,neither_n,exposure_only_n,outcome_only_n,exposure_share,outcome_share,p_exposed,p_unexposed,risk_difference,joint_share,independence_product,excess_joint_share,lift,agent_language,agent_n,interactive_n
same_year_version,other,2025,114,73,43,38,36,35,5,0.6403508771929824,0.37719298245614036,0.5205479452054794,0.12195121951219512,0.3985967256932843,0.3333333333333333,0.2415358571868267,0.0917974761465066,1.3800573431028988,"{""both_n"": 17, ""excess_joint_share"": 0.018313327177593097, ""exposure_n"": 17, ""exposure_only_n"": 0, ""exposure_share"": 0.14912280701754385, ""independence_product"": 0.13080947983995075, ""joint_share"": 0.14912280701754385, ""lift"": 1.14, ""neither_n"": 14, ""outcome_n"": 100, ""outcome_only_n"": 83, ""outcome_share"": 0.8771929824561403, ""p_exposed"": 1.0, ""p_unexposed"": 0.8556701030927835, ""risk_difference"": 0.14432989690721654, ""valid_n"": 114}","{""n"": 17, ""share"": 0.14912280701754385, ""valid_n"": 114}","{""n"": 15, ""share"": 0.13157894736842105, ""valid_n"": 114}"
same_year_version,other,2026,254,144,100,65,75,79,35,0.5669291338582677,0.3937007874015748,0.4513888888888889,0.3181818181818182,0.13320707070707072,0.2559055118110236,0.2232004464008928,0.032705065410130824,1.1465277777777778,"{""both_n"": 71, ""excess_joint_share"": -0.018445036890073763, ""exposure_n"": 89, ""exposure_only_n"": 18, ""exposure_share"": 0.35039370078740156, ""independence_product"": 0.2979725959451919, ""joint_share"": 0.2795275590551181, ""lift"": 0.9380982105701208, ""neither_n"": 20, ""outcome_n"": 216, ""outcome_only_n"": 145, ""outcome_share"": 0.8503937007874016, ""p_exposed"": 0.797752808988764, ""p_unexposed"": 0.8787878787878788, ""risk_difference"": -0.08103506979911479, ""valid_n"": 254}","{""n"": 89, ""share"": 0.35039370078740156, ""valid_n"": 254}","{""n"": 69, ""share"": 0.27165354330708663, ""valid_n"": 254}"
same_year_version,social_sciences_and_humanities,all,1091,573,436,269,351,304,167,0.5252062328139322,0.3996333638863428,0.4694589877835951,0.3223938223938224,0.1470651653897727,0.2465627864344638,0.20988993355350544,0.03667285288095837,1.1747242102566566,"{""both_n"": 90, ""excess_joint_share"": 0.0193284375603434, ""exposure_n"": 104, ""exposure_only_n"": 14, ""exposure_share"": 0.09550045913682277, ""independence_product"": 0.06331619053883016, ""joint_share"": 0.08264462809917356, ""lift"": 1.3052684849776264, ""neither_n"": 353, ""outcome_n"": 722, ""outcome_only_n"": 632, ""outcome_share"": 0.6629935720844812, ""p_exposed"": 0.8653846153846154, ""p_unexposed"": 0.6416243654822334, ""risk_difference"": 0.22376024990238197, ""valid_n"": 1089}","{""n"": 104, ""share"": 0.09532538955087076, ""valid_n"": 1091}","{""n"": 156, ""share"": 0.14298808432630614, ""valid_n"": 1091}"
same_year_version,social_sciences_and_humanities,2024,142,67,38,24,61,43,14,0.47183098591549294,0.2676056338028169,0.3582089552238806,0.18666666666666668,0.1715422885572139,0.16901408450704225,0.12626463003372346,0.04274945447331879,1.3385703063629224,"{""both_n"": 6, ""excess_joint_share"": 0.008926800238048004, ""exposure_n"": 7, ""exposure_only_n"": 1, ""exposure_share"": 0.04929577464788732, ""independence_product"": 0.03332672088871256, ""joint_share"": 0.04225352112676056, ""lift"": 1.2678571428571428, ""neither_n"": 45, ""outcome_n"": 96, ""outcome_only_n"": 90, ""outcome_share"": 0.676056338028169, ""p_exposed"": 0.8571428571428571, ""p_unexposed"": 0.6666666666666666, ""risk_difference"": 0.19047619047619047, ""valid_n"": 142}","{""n"": 7, ""share"": 0.04929577464788732, ""valid_n"": 142}","{""n"": 10, ""share"": 0.07042253521126761, ""valid_n"": 142}"
same_year_version,social_sciences_and_humanities,2025,309,172,116,71,92,101,45,0.5566343042071198,0.37540453074433655,0.4127906976744186,0.3284671532846715,0.0843235443897471,0.2297734627831715,0.2089630397670741,0.020810423016097424,1.0995890136327184,"{""both_n"": 10, ""excess_joint_share"": 0.011595547309833022, ""exposure_n"": 10, ""exposure_only_n"": 0, ""exposure_share"": 0.032467532467532464, ""independence_product"": 0.020871985157699443, ""joint_share"": 0.032467532467532464, ""lift"": 1.5555555555555554, ""neither_n"": 110, ""outcome_n"": 198, ""outcome_only_n"": 188, ""outcome_share"": 0.6428571428571429, ""p_exposed"": 1.0, ""p_unexposed"": 0.6308724832214765, ""risk_difference"": 0.3691275167785235, ""valid_n"": 308}","{""n"": 10, ""share"": 0.032362459546925564, ""valid_n"": 309}","{""n"": 24, ""share"": 0.07766990291262135, ""valid_n"": 309}"
same_year_version,social_sciences_and_humanities,2026,640,334,282,174,198,160,108,0.521875,0.440625,0.5209580838323353,0.35294117647058826,0.16801690736174707,0.271875,0.229951171875,0.04192382812499998,1.1823162186265765,"{""both_n"": 74, ""excess_joint_share"": 0.024612988310667355, ""exposure_n"": 87, ""exposure_only_n"": 13, ""exposure_share"": 0.13615023474178403, ""independence_product"": 0.09119295848119494, ""joint_share"": 0.11580594679186229, ""lift"": 1.2699000966806318, ""neither_n"": 198, ""outcome_n"": 428, ""outcome_only_n"": 354, ""outcome_share"": 0.6697965571205008, ""p_exposed"": 0.8505747126436781, ""p_unexposed"": 0.6413043478260869, ""risk_difference"": 0.2092703648175912, ""valid_n"": 639}","{""n"": 87, ""share"": 0.1359375, ""valid_n"": 640}","{""n"": 122, ""share"": 0.190625, ""valid_n"": 640}"
same_year_version,software_and_coding,all,1802,846,548,326,734,520,222,0.4694783573806881,0.30410654827968925,0.38534278959810875,0.23221757322175732,0.15312521637635143,0.18091009988901222,0.14277144275505943,0.038138657133952786,1.2671308519266278,"{""both_n"": 573, ""excess_joint_share"": 0.008495804508630966, ""exposure_n"": 608, ""exposure_only_n"": 35, ""exposure_share"": 0.3375902276513048, ""independence_product"": 0.3096607751693257, ""joint_share"": 0.3181565796779567, ""lift"": 1.0274358433159168, ""neither_n"": 114, ""outcome_n"": 1652, ""outcome_only_n"": 1079, ""outcome_share"": 0.9172681843420322, ""p_exposed"": 0.9424342105263158, ""p_unexposed"": 0.9044425817267393, ""risk_difference"": 0.037991628799576516, ""valid_n"": 1801}","{""n"": 608, ""share"": 0.3374028856825749, ""valid_n"": 1802}","{""n"": 547, ""share"": 0.3035516093229745, ""valid_n"": 1802}"
same_year_version,software_and_coding,2024,211,85,33,21,114,64,12,0.4028436018957346,0.15639810426540285,0.24705882352941178,0.09523809523809523,0.15182072829131654,0.0995260663507109,0.06300397565193953,0.03652209069877137,1.5796791443850267,"{""both_n"": 18, ""excess_joint_share"": 0.005076256148783723, ""exposure_n"": 19, ""exposure_only_n"": 1, ""exposure_share"": 0.09004739336492891, ""independence_product"": 0.0802318007232542, ""joint_share"": 0.08530805687203792, ""lift"": 1.0632698768197089, ""neither_n"": 22, ""outcome_n"": 188, ""outcome_only_n"": 170, ""outcome_share"": 0.8909952606635071, ""p_exposed"": 0.9473684210526315, ""p_unexposed"": 0.8854166666666666, ""risk_difference"": 0.0619517543859649, ""valid_n"": 211}","{""n"": 19, ""share"": 0.09004739336492891, ""valid_n"": 211}","{""n"": 17, ""share"": 0.08056872037914692, ""valid_n"": 211}"
same_year_version,software_and_coding,2025,463,221,119,75,198,146,44,0.4773218142548596,0.2570194384449244,0.3393665158371041,0.18181818181818182,0.15754833401892226,0.16198704103671707,0.12268098465729653,0.03930605637942054,1.3203924103578084,"{""both_n"": 79, ""excess_joint_share"": 0.008854781582054327, ""exposure_n"": 84, ""exposure_only_n"": 5, ""exposure_share"": 0.18181818181818182, ""independence_product"": 0.16214088941361668, ""joint_share"": 0.170995670995671, ""lift"": 1.054611650485437, ""neither_n"": 45, ""outcome_n"": 412, ""outcome_only_n"": 333, ""outcome_share"": 0.8917748917748918, ""p_exposed"": 0.9404761904761905, ""p_unexposed"": 0.8809523809523809, ""risk_difference"": 0.059523809523809534, ""valid_n"": 462}","{""n"": 84, ""share"": 0.18142548596112312, ""valid_n"": 463}","{""n"": 84, ""share"": 0.18142548596112312, ""valid_n"": 463}"
same_year_version,software_and_coding,2026,1128,540,396,230,422,310,166,0.4787234042553192,0.35106382978723405,0.42592592592592593,0.282312925170068,0.14361300075585792,0.20390070921985815,0.1680624717066546,0.03583823751320356,1.2132435465768798,"{""both_n"": 476, ""excess_joint_share"": 0.00445463004879032, ""exposure_n"": 505, ""exposure_only_n"": 29, ""exposure_share"": 0.44769503546099293, ""independence_product"": 0.41753118555404656, ""joint_share"": 0.4219858156028369, ""lift"": 1.0106689756428116, ""neither_n"": 47, ""outcome_n"": 1052, ""outcome_only_n"": 576, ""outcome_share"": 0.9326241134751773, ""p_exposed"": 0.9425742574257425, ""p_unexposed"": 0.9245585874799358, ""risk_difference"": 0.018015669945806723, ""valid_n"": 1128}","{""n"": 505, ""share"": 0.44769503546099293, ""valid_n"": 1128}","{""n"": 446, ""share"": 0.3953900709219858, ""valid_n"": 1128}"
